name,smiles,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_mean,duration_mean,strength_mean,pH_mean,initial_api_percent,initial_degradant_percent,true_api_loss_percent,true_degradant_percent,model_predicted_api_loss_percent,model_predicted_degradant_percent,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,smb_mass_balance,amb_mass_balance,amb_deficiency,rmb_mass_balance,rmb_deficiency
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,9.0,4.5,11.66,4.96,435.5188,5.27,-4.3,112.07,2.0,6.0,10.0,3.0,4.35,-0.64,93.3,93.3,6.700000000000003,42.53859348198972,57.46140651801028
Oxaliplatin,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,10.0,3.5,9.96,4.18,397.294,-0.47,-1.2,85.82,0.0,0.0,0.0,3.0,,,94.22,94.22,5.780000000000001,41.96787148594374,58.03212851405626
Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,6.0,3.0,4.96,2.06,630.838,2.37,-4.5,161.48,5.0,7.0,16.0,4.0,12.32,6.74,97.10000000000001,97.10000000000001,2.8999999999999915,41.53225806451618,58.46774193548382
Nitric Oxide,[N]=O,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,12.0,5.0,16.75,7.16,30.0061,-0.35,,34.14,0.0,1.0,0.0,0.0,,-2.9,90.41,90.41,9.590000000000003,42.74626865671642,57.25373134328358
Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,7.0,3.0,7.26,3.05,316.42,1.34,-3.1,79.74,2.0,7.0,7.0,2.0,14.08,9.76,95.78999999999999,95.78999999999999,4.210000000000008,42.01101928374653,57.98898071625347
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,9.0,4.0,6.97,2.93,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,95.96000000000001,95.96000000000001,4.039999999999992,42.037302725968445,57.962697274031555
Cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,4.0,1.0,7.61,3.2,240.3,-5.9,-1.2,126.64,4.0,6.0,7.0,0.0,1.56,9.34,95.59,95.59,4.409999999999997,42.04993429697767,57.95006570302233
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.0,4.61,1.92,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,97.31,97.31,2.6899999999999977,41.64859002169198,58.35140997830802
Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,2.5,5.39,2.27,418.4403,2.54,-4.5,117.0,1.0,6.0,10.0,2.0,16.96,-4.1,96.88,96.88,3.1200000000000045,42.11502782931354,57.88497217068646
Pyrazinamide,NC(=O)C1=NC=CN=C1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,1.5,0.5,1.96,0.81,123.1127,-1.2,-0.12,68.87,1.0,3.0,1.0,1.0,13.06,-0.55,98.85000000000001,98.85000000000001,1.1499999999999915,41.32653061224503,58.67346938775497
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.5,3.29,1.36,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,98.07,98.07,1.9300000000000068,41.337386018237005,58.662613981762995
Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.5,3.26,1.34,426.55,4.54,-6.2,55.56,1.0,3.0,7.0,5.0,16.21,10.11,98.08,98.08,1.9200000000000017,41.10429447852755,58.89570552147245
Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.5,2.7,5.13,2.13,365.835,2.94,-4.0,92.5,2.0,4.0,2.0,3.0,9.54,-1.6,97.0,97.0,3.0,41.520467836257346,58.479532163742654
Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,6.19,2.61,318.34,2.8,-4.6,56.84,1.0,4.0,10.0,1.0,,8.86,96.42,96.42,3.5799999999999983,42.1647819063005,57.8352180936995
Oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,2.5,6.25,2.63,460.434,-4.5,-2.5,201.85,7.0,10.0,2.0,4.0,2.84,7.41,96.38,96.38,3.6200000000000045,42.08,57.92
Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,8.0,3.0,7.15,3.02,1558.67,-5.9,-3.3,772.17,16.0,35.0,37.0,2.0,13.53,-3.0,95.86999999999999,95.86999999999999,4.13000000000001,42.237762237762205,57.762237762237795
Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,10.0,4.0,8.31,3.5,250.277,0.39,-2.6,97.97,2.0,5.0,2.0,2.0,6.99,2.01,95.19,95.19,4.810000000000002,42.11793020457279,57.88206979542721
Cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,7.0,3.5,5.39,2.24,287.3981,4.38,-4.3,3.24,0.0,1.0,0.0,4.0,,8.05,96.85,96.85,3.1500000000000057,41.55844155844156,58.44155844155844
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,1.0,5.6,2.33,395.414,-0.89,-3.6,158.21,4.0,8.0,5.0,3.0,2.73,3.61,96.73,96.73,3.269999999999996,41.6071428571429,58.3928571428571
Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,3.0,1.0,4.82,2.02,347.2212,-4.7,,186.07,5.0,10.0,4.0,3.0,1.23,3.92,97.2,97.2,2.799999999999997,41.90871369294612,58.09128630705388
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,3.5,6.67,2.79,435.5188,5.27,-4.3,112.07,2.0,6.0,10.0,3.0,4.35,-0.64,96.12,96.12,3.8799999999999955,41.829085457271354,58.170914542728646
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,3.0,7.48,3.15,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,95.67,95.67,4.329999999999998,42.11229946524062,57.88770053475938
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,3.0,1.0,2.14,0.88,395.414,-0.89,-3.6,158.21,4.0,8.0,5.0,3.0,2.73,3.61,98.74,98.74,1.2600000000000051,41.12149532710279,58.87850467289721
Pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,1.0,4.72,1.97,810.46,6.81,-5.7,158.13,2.0,10.0,6.0,4.0,9.96,-2.9,97.25,97.25,2.75,41.73728813559323,58.26271186440677
Amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,6.5,2.3,5.86,2.4,355.861,3.8,-4.6,48.39,2.0,4.0,6.0,3.0,9.1,10.17,96.54,96.54,3.4599999999999937,40.95563139931741,59.04436860068259
Duloxetine,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,2.0,0.5,2.44,0.94,297.415,4.2,-5.0,21.26,1.0,2.0,6.0,3.0,,9.7,98.5,98.5,1.5,38.524590163934455,61.475409836065545
Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,1.0,3.61,1.51,434.4977,1.56,-4.1,93.06,2.0,6.0,2.0,5.0,13.73,-2.9,97.9,97.9,2.0999999999999943,41.82825484764543,58.17174515235457
Calcifediol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,4.0,2.0,4.63,1.9,400.6371,5.65,-5.3,40.46,2.0,2.0,6.0,3.0,18.38,-0.98,97.27000000000001,97.27000000000001,2.7299999999999898,41.03671706263503,58.96328293736497
Ethionamide,CCC1=NC=CC(=C1)C(N)=S,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,1.0,4.85,1.97,166.243,1.33,-2.3,38.91,1.0,1.0,2.0,1.0,11.89,5.0,97.12,97.12,2.8799999999999955,40.618556701030975,59.381443298969025
Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,4.0,7.83,3.31,767.9,1.05,-5.5,250.91,8.0,8.0,22.0,3.0,4.0,,95.48,95.48,4.519999999999996,42.27330779054918,57.72669220945082
Fluorouracil,FC1=CNC(=O)NC1=O,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,15.0,7.5,15.15,6.48,130.0772,-0.66,-1.4,58.2,2.0,2.0,0.0,1.0,7.18,-8.0,91.33,91.33,8.670000000000002,42.77227722772276,57.22772277227724
Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,15.0,7.0,12.07,5.13,341.426,0.22,-2.8,101.73,2.0,5.0,6.0,2.0,10.24,8.39,93.06,93.06,6.939999999999998,42.50207125103565,57.49792874896435
Asparagine,N[C@@H](CC(N)=O)C(O)=O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,3.75,1.57,132.1179,-4.3,0.1,106.41,3.0,4.0,3.0,0.0,2.0,8.43,97.82,97.82,2.180000000000007,41.86666666666667,58.13333333333333
Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.0,4.36,1.79,199.313,1.0,-1.9,12.47,0.0,2.0,0.0,3.0,,8.59,97.43,97.43,2.569999999999993,41.055045871559635,58.944954128440365
Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,1.0,0.5,2.29,0.96,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,98.66999999999999,98.66999999999999,1.3300000000000125,41.92139737991255,58.07860262008745
Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,3.5,7.18,3.01,339.4745,3.47,-3.8,59.22,1.0,3.0,8.0,2.0,16.19,10.42,95.83,95.83,4.170000000000002,41.922005571030596,58.077994428969404
Methyclothiazide,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.0,2.0,6.69,2.8,360.237,0.53,-2.6,109.57,2.0,5.0,2.0,2.0,9.29,-3.4,96.11,96.11,3.8900000000000006,41.853512705530655,58.146487294469345
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,9.0,4.0,9.04,3.82,395.414,-0.89,-3.6,158.21,4.0,8.0,5.0,3.0,2.73,3.61,94.78,94.78,5.219999999999999,42.25663716814163,57.74336283185837
Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,17.0,8.0,12.54,5.34,767.9,1.05,-5.5,250.91,8.0,8.0,22.0,3.0,4.0,,92.80000000000001,92.80000000000001,7.199999999999989,42.5837320574163,57.4162679425837
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,3.0,1.0,2.08,0.86,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,98.78,98.78,1.2199999999999989,41.346153846153875,58.653846153846125
Gadodiamide,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,7.0,2.5,5.86,2.47,573.66,-8.7,-2.1,188.31,2.0,11.0,16.0,0.0,1.02,8.34,96.61,96.61,3.3900000000000006,42.15017064846417,57.84982935153583
Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,3.5,7.43,3.13,426.55,4.54,-6.2,55.56,1.0,3.0,7.0,5.0,16.21,10.11,95.69999999999999,95.69999999999999,4.300000000000011,42.12651413189767,57.87348586810233
Nabilone,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,2.0,2.96,1.18,372.5408,6.36,-5.9,46.53,1.0,3.0,6.0,3.0,9.33,-4.9,98.22000000000001,98.22000000000001,1.779999999999987,39.86486486486495,60.13513513513505
Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,5.0,2.0,5.64,2.36,341.426,0.22,-2.8,101.73,2.0,5.0,6.0,2.0,10.24,8.39,96.72,96.72,3.280000000000001,41.84397163120567,58.15602836879433
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,17.0,7.0,14.16,6.04,318.864,4.54,-4.9,6.48,0.0,2.0,4.0,3.0,,9.2,91.88000000000001,91.88000000000001,8.11999999999999,42.65536723163843,57.34463276836157
Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,3.0,5.07,2.1,213.661,-0.78,-2.5,63.32,2.0,3.0,4.0,1.0,3.89,9.79,97.03,97.03,2.969999999999999,41.42011834319532,58.57988165680468
Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,8.0,4.0,7.33,3.09,767.9,1.05,-5.5,250.91,8.0,8.0,22.0,3.0,4.0,,95.76,95.76,4.239999999999995,42.15552523874489,57.84447476125511
Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,3.5,7.45,3.13,563.672,5.62,-5.8,110.21,1.0,5.0,15.0,3.0,3.87,-4.4,95.67999999999999,95.67999999999999,4.320000000000007,42.01342281879193,57.98657718120807
Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,3.0,5.21,2.18,806.9757,4.04,-4.8,188.9,4.0,12.0,9.0,8.0,7.18,0.24,96.97000000000001,96.97000000000001,3.029999999999987,41.84261036468335,58.15738963531665
Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,2.0,5.26,2.2,218.2518,1.67,-2.4,49.41,1.0,2.0,2.0,2.0,11.09,-8.1,96.94,96.94,3.0600000000000023,41.82509505703418,58.17490494296582
Esmolol,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,8.0,13.96,5.96,295.374,1.82,-3.3,67.79,2.0,4.0,10.0,1.0,14.09,9.67,91.99999999999999,91.99999999999999,8.000000000000014,42.693409742120316,57.306590257879684
Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,10.0,5.0,9.09,3.81,392.518,-0.5,-6.8,46.53,1.0,2.0,5.0,5.0,11.05,-4.5,94.72,94.72,5.280000000000001,41.9141914191419,58.0858085808581
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,8.0,4.0,8.94,3.78,204.3098,-0.059,,64.52,4.0,4.0,9.0,0.0,14.82,9.55,94.84,94.84,5.159999999999997,42.28187919463088,57.71812080536912
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,1.5,5.71,2.4,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,96.69000000000001,96.69000000000001,3.309999999999988,42.0315236427321,57.9684763572679
Gadodiamide,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.0,3.05,1.27,573.66,-8.7,-2.1,188.31,2.0,11.0,16.0,0.0,1.02,8.34,98.22,98.22,1.7800000000000011,41.63934426229512,58.36065573770488
Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,5.92,2.47,365.835,2.94,-4.0,92.5,2.0,4.0,2.0,3.0,9.54,-1.6,96.55,96.55,3.450000000000003,41.72297297297297,58.27702702702703
Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,3.0,1.0,4.96,1.98,430.7061,10.51,-7.8,29.46,1.0,2.0,12.0,2.0,10.8,-4.9,97.02000000000001,97.02000000000001,2.9799999999999898,39.91935483870972,60.08064516129028
Dihydroergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,17.0,8.5,12.43,5.29,583.6774,2.71,-3.4,118.21,3.0,6.0,4.0,8.0,9.71,8.39,92.86,92.86,7.140000000000001,42.558326629123066,57.441673370876934
Vitamin A,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,1.5,6.01,2.53,286.4516,4.69,-4.6,20.23,1.0,1.0,5.0,1.0,16.44,-2.2,96.52,96.52,3.480000000000004,42.096505823627254,57.903494176372746
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,12.0,5.0,16.36,7.0,421.415,1.7,-3.3,118.36,3.0,5.0,4.0,3.0,9.04,-3.1,90.64,90.64,9.36,42.78728606356969,57.21271393643031
Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,4.0,1.5,3.08,1.28,1558.67,-5.9,-3.3,772.17,16.0,35.0,37.0,2.0,13.53,-3.0,98.2,98.2,1.7999999999999972,41.55844155844159,58.44155844155841
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,3.0,1.0,2.09,0.85,382.883,4.55,-4.5,42.43,0.0,2.0,2.0,4.0,,4.33,98.75999999999999,98.75999999999999,1.240000000000009,40.66985645933008,59.33014354066992
Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,13.0,6.5,12.14,5.17,521.042,4.43,-5.4,106.97,1.0,5.0,8.0,4.0,13.85,-3.3,93.03,93.03,6.969999999999999,42.58649093904448,57.41350906095552
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,8.0,3.0,4.69,1.95,395.414,-0.89,-3.6,158.21,4.0,8.0,5.0,3.0,2.73,3.61,97.26,97.26,2.739999999999995,41.57782515991473,58.42217484008527
